Industry,"1 Agriculture, hunting, forestry and fishing",2 Mining and quarrying (energy),3 Mining and quarrying (non-energy),"4 Food products, beverages and tobacco","5 Textiles, textile products, leather and footwear",6 Wood and products of wood and cork,"7 Pulp, paper, paper products, printing and publishing","8 Coke, refined petroleum products and nuclear fuel",9 Chemicals excluding pharmaceuticals,10 Pharmaceuticals,11 Rubber & plastics products,12 Other non-metallic mineral products,13 Iron & steel ,14 Non-ferrous metals,"15 Fabricated metal products, except machinery & equipment","16 Machinery & equipment, nec ","17 Office, accounting & computing machinery","18 Electrical machinery & apparatus, nec","19 Radio, television & communication equipment","20 Medical, precision & optical instruments","21 Motor vehicles, trailers & semi-trailers",22 Building & repairing of ships & boats,23 Aircraft & spacecraft,24 Railroad equipment & transport equip nec.,25 Manufacturing nec; recycling (include Furniture),"26 Production, collection and distribution of electricity",27 Manufacture of gas; distribution of gaseous fuels through mains,28 Steam and hot water supply ,"29 Collection, purification and distribution of water",30 Construction,31 Wholesale & retail trade; repairs,32 Hotels & restaurants,33 Land transport; transport via pipelines,34 Water transport,35 Air transport,36 Supporting and auxiliary transport activities; activities of travel agencies,37 Post & telecommunications,38 Finance & insurance,39 Real estate activities,40 Renting of machinery & equipment,41 Computer & related activities,42 Research & development,43 Other Business Activities,44 Public admin. & defence; compulsory social security,45 Education,46 Health & social work,"47 Other community, social & personal services",48 Private households with employed persons & extra-territorial organisations & bodies,Total intermediate use,Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households,Final consumption expenditure by government,Gross fixed capital formation,Changes in Inventories,Changes in valuables,Exports,Imports,Discrepancy
"17 Office, accounting & computing machinery",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203212,651080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47280,0,0,0,0,0,0,699,110628,1012899,1052891,0,0,4070712,77929,0,2457296,3145900,0
"18 Electrical machinery & apparatus, nec",3141,0,378,361,29,67,14064,21,624,59,201,80,109,1834,55900,2375003,1754949,7365169,2540210,296389,1726613,69088,7637,45573,71202,359,14,0,23,368311,110865,3254,2152,553,171,3319,17376,2634,930,172,29951,31201,9499,197084,6701,3258,28321,17854,17162703,633075,0,0,4953496,93771,0,12559819,5902282,0
"19 Radio, television & communication equipment",43,16,30,164,103,20,358,81,203,840,155,111,148,167,439,56879,114,4869,217696,70,266993,15948,604,14223,1912,141,36,1,127,105227,14907,3120,1894,184,104,577,731,1215,921,1561,3495,1219,11068,92086,271,1129,6471,0,828671,4258097,0,0,1909005,-167020,0,2075727,1345685,0
"20 Medical, precision & optical instruments",1042,9,11,87,47,20,480,11,236,236,480,275,52,30,373,154268,12726,45830,25054,424266,19455,7648,784,278,1128,0,0,0,175,5127,130381,978,90,91,92,848,539,1578,201,850,5771,148,3268,29769,172,304386,17829,0,1197119,872564,0,280,1790750,12066,0,1410553,1453580,0
"21 Motor vehicles, trailers & semi-trailers",80,0,59,78,12,14,31,3,16,6,5,36,28,5,31,53,6,11,3,8,21628837,0,0,157080,38,27,4,0,4,449,1821979,52,21,3,3,9,31,55,33,39,63,18,76,33126,39,93,178,30,23642772,5382227,0,0,5949323,96530,0,13218869,1690481,0
22 Building & repairing of ships & boats,54914,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710535,0,0,64341,0,0,0,0,0,0,0,0,65325,0,1625,0,0,0,49,0,76,11,94218,803,0,119,0,992049,9418,0,0,36732,75266,0,1823170,36175,0
23 Aircraft & spacecraft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512331,0,0,0,0,0,0,0,0,0,0,0,16727,1744,0,0,0,0,0,0,0,782366,0,0,0,0,1313168,0,0,0,342030,37427,0,697059,933208,0
24 Railroad equipment & transport equip nec.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43951,0,0,0,0,0,0,0,349610,0,0,0,0,0,0,0,0,172706,0,0,43,0,0,0,13,0,0,156,4642,0,0,1611,0,572732,82456,0,0,884213,5769,0,344297,107676,0
25 Manufacturing nec; recycling (include Furniture),19093,415,5284,91678,86811,17419,49555,48200,87011,7757,111510,125372,787677,290935,14936,44291,6691,30582,37164,16955,60297,11260,423,2899,576625,276557,27998,444,1919,398276,198560,161199,29752,5152,3451,21058,55368,97295,30243,88035,92608,167555,200605,172380,80070,181640,329576,206098,5356679,1801232,0,715,1426793,-13529,0,868467,1928335,0
"26 Production, collection and distribution of electricity",65630,6310,20369,335770,64005,40185,441411,150985,785479,52420,320024,228988,779591,181827,194927,342272,22991,442712,26399,42051,308627,31132,7058,18896,51365,462462,25405,17442,133799,219469,712880,403594,394346,3004,6384,156743,156566,97620,153514,25866,110394,443906,154843,388929,275104,624944,677090,13186,10618914,5054149,0,0,0,0,0,72101,422,0
27 Manufacture of gas; distribution of gaseous fuels through mains,46,8,66,57690,9143,1918,33489,69,48806,13857,26014,27651,39044,14772,25239,19062,2314,24405,2234,3641,28659,3203,722,1198,3726,705,14015,15591,4162,42304,76421,340788,9621,1591,1140,8324,10287,14637,16638,1637,8958,39519,5241,25057,36070,172927,87796,897,1321302,1365332,0,0,0,0,0,612,1541,0
28 Steam and hot water supply ,0,22,0,8300,572,163,2332,110,3459,1398,790,724,1370,707,1113,3514,568,4014,1283,374,2065,263,130,36,1035,687,4,5802,0,3391,25099,16626,2851,265,162,165,2260,10284,2820,2029,1170,1436,2067,7891,845,4173,4787,692,129848,26499,0,0,0,0,0,0,0,0
"29 Collection, purification and distribution of water",9380,405,2333,85762,6540,1684,27799,9175,78968,13574,9767,13594,35840,9321,10920,26862,1822,42447,3689,6100,17820,1815,174,1664,6563,11084,3555,3950,364036,42175,57685,274350,51618,1759,553,32149,35907,29643,27503,2418,1290,79731,17198,108276,131888,236688,198686,14858,2151018,1053476,0,0,0,0,0,9967,0,0
30 Construction,60845,491,5404,61542,18087,9914,70234,24544,144546,13282,57264,90528,159388,35611,99314,94034,7854,123727,19405,13185,38543,6648,3934,6289,11576,643440,173227,201,111974,132302,461253,97570,219396,20364,416,167545,144589,135853,2491279,43540,15996,91885,105538,519876,314435,252349,325634,69,7644920,0,0,0,55998941,0,0,0,0,0
31 Wholesale & retail trade; repairs,745100,2146,110100,2978689,378358,246391,1031195,251175,905258,191723,833061,404023,982811,353096,674687,2391888,342962,1617099,488963,254744,1895467,191212,30580,116242,507473,294586,68579,3698,35150,4699975,2701823,3113835,1409501,79104,24913,131164,138963,211350,136389,243113,294535,399829,395899,769386,254057,2720007,994638,780999,37825936,47301887,0,4513,11680146,10328,0,6164235,704704,0
32 Hotels & restaurants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32846803,0,0,0,0,0,870844,573183,0
33 Land transport; transport via pipelines,260468,1268,12844,854511,91068,78827,452998,138683,358222,90274,199249,307553,364970,98433,222381,455860,57842,360661,102510,41050,551964,52292,7236,24524,217230,186304,61029,468,7652,1762351,1122300,493949,111456,17170,11210,55827,244808,509211,24952,66608,64801,128749,163825,522826,128472,494346,403466,167574,12152272,10896834,53,3443,806044,4621,0,984222,64067,0
34 Water transport,32404,71,2350,45979,3580,9803,24695,230148,77655,6268,11655,31224,167760,59642,36522,43465,2258,20693,3339,2304,71524,7063,297,3018,70429,86742,12008,486,423,77827,33088,14808,86465,1756887,4363,2292,7061,9358,3364,2319,6104,6013,9807,12704,6132,16801,18685,11114,3148997,183421,0,3,27987,3692,0,2977143,1626507,0
35 Air transport,10323,396,1378,27064,10257,2416,92544,6667,14586,26162,11196,7880,11478,4539,24643,40785,8116,38714,11241,2851,19794,604,1110,1836,4971,9471,602,66,459,25897,382770,16414,5257,2800,24390,5444,78141,50136,5372,30910,57929,22213,99924,57787,47981,43192,81575,13525,1443806,1703989,0,88,1621,4,0,848002,1264469,0
36 Supporting and auxiliary transport activities; activities of travel agencies,54990,288,16586,191342,17897,13090,95355,173013,83900,13901,48521,62128,113549,29438,37169,74368,15072,116973,15020,7666,100913,5063,883,3609,40617,76496,24901,166,1981,273157,653077,206309,1185839,210658,715883,37787,24334,21058,15559,36182,33260,14922,38163,231293,18623,59763,102399,25833,5338994,1884076,0,-43124,54905,2194,0,985307,209566,0
37 Post & telecommunications,8189,2151,4382,45000,22602,5333,115851,19350,40469,123206,38614,20542,25330,25359,73654,165829,19127,99930,29609,16097,66397,2544,2740,6825,35470,54984,15609,224,22085,695772,2087827,465456,160736,38782,15796,91601,1801599,669459,98733,51502,379192,297494,2576776,453967,76423,262359,399906,62956,11793838,8198816,0,0,0,0,0,49672,69098,0
38 Finance & insurance,415046,5805,56540,259719,153675,49611,354184,164791,338237,76427,173203,216636,281417,115639,215936,517921,50019,302682,62583,81480,301606,79981,12314,26375,105568,592941,27899,2565,39465,745520,4984728,885481,1660794,248592,73830,207655,519145,2899431,3376814,1905933,217790,251466,1265900,136821,26037,683234,606476,1212781,26988693,11241589,0,0,0,0,0,640995,496757,0
39 Real estate activities,6000,3188,7846,72475,29569,13095,94644,14942,59230,42235,49789,33640,62692,14562,67511,129253,10756,79443,19392,15755,40852,10886,2339,5371,28458,146704,49688,6205,10121,233469,2876033,499710,120362,275770,16212,279902,385651,597374,400237,134585,698739,373525,246547,55051,28080,340876,592892,46551,9328207,61300248,0,19344,0,0,0,8041,0,0
40 Renting of machinery & equipment,69879,3257,42887,215988,48804,20206,149661,37399,119744,12645,137453,119704,99747,43367,148780,558143,94178,506769,185952,58255,317366,62676,43756,39610,115769,290664,15517,1416,6263,1470069,1043227,55815,185926,23790,220637,63222,248972,554118,35302,252927,501597,144781,687556,898576,117341,300297,216545,58913,10645466,760966,0,0,0,0,0,226869,82262,0
41 Computer & related activities,30835,543,1663,143346,18665,13799,152544,12927,99638,84346,62061,54030,89606,36347,86779,289324,120204,343914,89236,18479,91667,11316,5727,5837,33782,276336,43509,1639,53762,246015,1626496,132144,95334,18084,16513,125934,655596,1027503,60928,110741,468704,300193,495658,741095,79464,390179,539617,23642,9425701,1136810,0,0,8966231,0,0,134945,300967,0
42 Research & development,12006,2317,855,234633,38403,4418,84884,84140,971320,1283202,329392,289022,244766,179314,131769,1308372,297662,2609441,524168,300971,1893732,49675,84534,41242,91928,388838,41132,79,60,213216,184712,0,51701,5092,4383,15109,268108,22904,0,444,180037,0,28371,7598,0,1124,2430,58557,12566061,0,32257,1544472,0,0,0,11357,25653,0
43 Other Business Activities,18609,3062,13984,908525,89869,23660,699900,29398,643848,447851,204368,96266,133583,44147,171798,607364,152986,549886,161481,96780,703104,19899,10319,20712,135775,322409,80476,4389,34520,2571927,3818619,663930,398835,51894,62979,642817,1591056,3366642,1485026,313998,2776422,521450,2195204,1064705,364135,1478461,1185823,99077,31081968,482695,0,0,3042495,0,0,460487,1087859,0
44 Public admin. & defence; compulsory social security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622812,622812,856392,0,26247648,0,0,0,0,0,0
45 Education,21,1,199,4592,3,239,1160,264,8602,1252,1817,2872,959,652,5656,20103,931,27920,9636,1088,8530,2123,35,141,35,10544,1701,0,407,5586,14688,8025,27480,221,0,273,83931,5598,131,1570,51410,5,19998,1636,20,6691,10405,17,349168,5399662,1232498,13299696,0,0,0,1260,0,0
46 Health & social work,0,0,0,0,0,0,46,0,5,288,13,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,172,33,1291,1829,125,315,0,618,927,962,167,0,40,188,351,291,3,811948,579,0,820278,10213475,2996723,36102652,0,0,0,174,0,0
"47 Other community, social & personal services",7942,647,3428,75731,21735,4643,69542,9733,122985,41457,23324,36579,44263,9091,27666,142661,8795,56400,17005,6700,44801,5599,974,8940,11668,124798,16987,945,53868,198879,449010,922329,184198,14024,4565,55697,900005,186649,73573,136965,68656,112529,603206,727996,141590,1039897,1472336,88564,8379575,24050218,2024091,552065,0,0,0,140360,196965,0
48 Private households with employed persons & extra-territorial organisations & bodies,65049,3036,13201,253854,68715,38617,144958,31271,121741,55618,61088,47156,176824,32731,171416,385764,42412,289305,35219,23188,58628,15226,8909,15638,45393,67616,11675,1044,18924,277874,1153355,225552,151311,20834,23503,92618,148269,426376,307043,44079,201060,138436,284888,115692,60469,229838,268170,1540,6475123,19659,0,0,0,0,0,63089,351170,0
Sales by final demand including other adjustments (Purchases on the domestic territory by non-residents),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Noncomparable imports(cif/fob adj, direct purchases abroad by residents)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3389329,0,0,0,0,0,0,3389329,0
Intermediate consumption /final use at basic prices,5977399,45299,506165,22679568,3324265,1865305,10923105,12792464,16172505,3953894,8871412,4203936,19113019,5181634,6983099,23940553,4192608,20206705,5686596,2328844,36640510,2295199,844656,1341318,5146468,8148271,1736885,81500,1059105,33627174,30774139,16993185,8747995,3311068,1696531,2709643,7945987,12013942,8975268,4578317,7053935,4842979,12652587,10421148,2797487,18846103,11124208,4971146,440325129,295302290,6287127,78183794,116711300,1770238,0,73255447,71875812,0
Net taxes on products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intermediate consumption /final use at purchasers prices,5977399,45299,506165,22679568,3324265,1865305,10923105,12792464,16172505,3953894,8871412,4203936,19113019,5181634,6983099,23940553,4192608,20206705,5686596,2328844,36640510,2295199,844656,1341318,5146468,8148271,1736885,81500,1059105,33627174,30774139,16993185,8747995,3311068,1696531,2709643,7945987,12013942,8975268,4578317,7053935,4842979,12652587,10421148,2797487,18846103,11124208,4971146,440325129,295302290,6287127,78183794,116711300,1770238,0,73255447,71875812,0
Value added total,6885275,63819,389867,14269904,1822039,1093912,8539810,5907281,4232836,2110659,4783618,2932217,5382755,1683765,5281951,12941222,1333219,9293877,1872199,1500908,9958730,605261,611820,440473,2365554,7596471,948820,74847,2155356,30016687,71508202,16151279,16035427,1403668,1036510,5303143,12027241,26360578,61680572,6972722,12308785,9285515,21327199,17305704,17484797,31287199,23825136,1235555,499634384,0,0,0,0,0,0,0,0,0
Gross operating surplus (=net operating surplus+depreciation of fixed capital),5426860,41500,203586,5917322,472902,389502,3191433,503452,2170458,1264109,1502885,1220498,2130006,711177,1614487,4755205,573935,3630946,742776,431604,2883216,175267,162971,95162,751202,5076809,568041,48106,1606408,5550024,20654218,5614359,3978839,472527,164428,2507479,6487349,14265217,55458696,5459622,3865132,1400079,6743400,580879,839144,6676912,9474683,939335,199394147,0,0,0,0,0,0,0,0,0
Compensation of employees,1006875,18390,146524,4690615,1198511,624937,4768749,308376,1631162,693374,2910729,1447337,2587824,795584,3278255,7365682,660190,5226688,1000051,987132,6481724,365219,435160,326018,1441178,1452005,304440,18798,584187,22040799,46414213,9577486,11246345,863161,683473,2307881,4948906,12333646,2228253,1165954,7719632,7844204,13192856,16661489,16569317,25067846,12304787,243198,266169160,0,0,0,0,0,0,0,0,0
Net taxes on production,451540,3929,39757,3661967,150626,79473,579628,5095453,431216,153176,370004,264382,664925,177004,389209,820335,99094,436243,129372,82172,593790,64775,13689,19293,173174,1067657,76339,7943,-35239,2425864,4439771,959434,810243,67980,188609,487783,590986,-238285,3993623,347146,724021,41232,1390943,63336,76336,-457559,2045666,53022,34071077,0,0,0,0,0,0,0,0,0
Industry output,12862674,109118,896032,36949472,5146304,2959217,19462915,18699745,20405341,6064553,13655030,7136153,24495774,6865399,12265050,36881775,5525827,29500582,7558795,3829752,46599240,2900460,1456476,1781791,7512022,15744742,2685705,156347,3214461,63643861,102282341,33144464,24783422,4714736,2733041,8012786,19973228,38374520,70655840,11551039,19362720,14128494,33979786,27726852,20282284,50133302,34949344,6206701,939959513,0,0,0,0,0,0,0,0,0
