Industry,"1 Agriculture, hunting, forestry and fishing",2 Mining and quarrying (energy),3 Mining and quarrying (non-energy),"4 Food products, beverages and tobacco","5 Textiles, textile products, leather and footwear",6 Wood and products of wood and cork,"7 Pulp, paper, paper products, printing and publishing","8 Coke, refined petroleum products and nuclear fuel",9 Chemicals excluding pharmaceuticals,10 Pharmaceuticals,11 Rubber & plastics products,12 Other non-metallic mineral products,13 Iron & steel ,14 Non-ferrous metals,"15 Fabricated metal products, except machinery & equipment","16 Machinery & equipment, nec ","17 Office, accounting & computing machinery","18 Electrical machinery & apparatus, nec","19 Radio, television & communication equipment","20 Medical, precision & optical instruments","21 Motor vehicles, trailers & semi-trailers",22 Building & repairing of ships & boats,23 Aircraft & spacecraft,24 Railroad equipment & transport equip nec.,25 Manufacturing nec; recycling (include Furniture),"26 Production, collection and distribution of electricity",27 Manufacture of gas; distribution of gaseous fuels through mains,28 Steam and hot water supply ,"29 Collection, purification and distribution of water",30 Construction,31 Wholesale & retail trade; repairs,32 Hotels & restaurants,33 Land transport; transport via pipelines,34 Water transport,35 Air transport,36 Supporting and auxiliary transport activities; activities of travel agencies,37 Post & telecommunications,38 Finance & insurance,39 Real estate activities,40 Renting of machinery & equipment,41 Computer & related activities,42 Research & development,43 Other Business Activities,44 Public admin. & defence; compulsory social security,45 Education,46 Health & social work,"47 Other community, social & personal services",48 Private households with employed persons & extra-territorial organisations & bodies,Total intermediate use,Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households,Final consumption expenditure by government,Gross fixed capital formation,Changes in Inventories,Changes in valuables,Exports,Imports,Discrepancy
11 Rubber & plastics products,282495,0,0,1768993,1646939,155673,348260,18352,290372,68250,8895285,19133,25947,6372,499853,527995,0,2664438,4109757,101056,1066795,78437,180845,1510962,670223,308,0,0,70,8999274,4303508,57617,3530888,22241,933908,236752,29969,509890,33493,0,0,0,182004,362984,403798,254005,14721748,470067,59988956,37974218,0,0,0,2252464,0,39041001,11556013,0
12 Other non-metallic mineral products,2069,0,0,182064,11496,125606,2959,716,180073,91419,91290,1405436,293,1493,303749,44808,0,559838,241542,394513,275831,1879,833,24856,140843,91,0,0,7558,42220486,243136,19805,32474,2230,752,632,2360,2415,7131,0,0,0,35709,167469,45426,12448,184224,0,47067952,4114726,0,0,52508,1099141,0,6354548,4774886,0
13 Iron & steel ,0,0,0,0,16557,2470,77,117,0,0,1325,104391,7459145,39167,13009408,1539780,0,743089,1702456,74232,3584407,517753,155924,1411615,196577,0,0,0,0,32191361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313896,0,63063747,0,0,0,0,1862966,0,5309822,38288221,0
14 Non-ferrous metals,0,0,0,39643,29822,24410,72598,1047,0,0,2484,18139,87899,4914244,4190958,1828573,0,1831039,1014042,53009,1265249,86109,48913,815567,2501340,0,0,0,0,4810746,0,0,0,0,0,0,4053,0,0,0,0,0,0,0,0,0,9433,0,23649317,0,0,0,0,1218412,0,27751351,10360014,0
"15 Fabricated metal products, except machinery & equipment",599902,573,5980,428782,354218,166466,113524,268716,65943,9630,745754,320710,62410,66691,2440506,2556003,0,780301,1506807,143915,1010810,86938,7911,906449,480360,19449,0,0,15912,59747681,136592,100481,15479,11446,1014,29420,30448,660700,13610,0,0,0,220325,950148,160532,12041,1278076,299,76532952,8177198,0,0,6542503,1711709,0,11933831,24126518,0
"16 Machinery & equipment, nec ",1452106,1449652,3945446,776876,2463627,1019828,705926,257026,528716,693,1193975,612002,238064,136033,414347,40223772,0,2087096,3023629,33167,339076,208992,46491,248167,315810,462805,0,0,99973,12037267,27342,104612,331974,118225,7813,129283,77532,209130,78812,0,0,0,5693172,1334151,72437,3836,2475763,0,84984644,8763263,0,0,58100903,4511964,0,23356407,92417002,0
"17 Office, accounting & computing machinery",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18 Electrical machinery & apparatus, nec",5735,120594,119111,128556,132,489,10250,23153,22406,22,63779,2281,14141,8626,88929,1893882,0,5770392,12757684,30391,1758865,174825,248592,1721919,7675,1130321,0,0,9480,4279423,754146,19586,1889256,120324,122712,96435,218447,209890,4076,0,0,0,85233,861812,365237,26031,1382325,507,36547670,20457009,0,0,1728157,663721,0,16421108,17272737,0
"19 Radio, television & communication equipment",0,79392,247,4,28893,41263,4331,1128,2211,1113,92290,0,518,0,95348,511246,0,1076978,20915724,16775,56090,23432,65666,220517,55623,6384,0,0,0,954263,122959,24257,17224,17159,3753,156429,529680,273281,1542,0,0,0,105397,95860,329136,88004,3444206,0,29458323,46438836,0,0,23075736,7921532,0,46551293,27572513,0
"20 Medical, precision & optical instruments",0,0,0,13025,6072,31331,2704,17,20221,575,4217,8491,0,0,18192,46905,0,22880,2464041,737635,378722,12072,132187,114453,26094,12,0,0,0,392059,3569,0,0,4291,1638,0,7,2862,0,0,0,0,31,93066,185196,343197,100720,0,5166482,2843631,0,0,1670242,-805469,0,2596611,6619124,0
"21 Motor vehicles, trailers & semi-trailers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21105796,0,0,100285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21622261,0,42828342,37132800,0,0,14848690,159988,0,9220413,39145071,0
22 Building & repairing of ships & boats,375744,827,0,0,0,117,0,1495,2,0,3,0,0,0,65589,0,0,0,0,0,0,1406945,0,0,9,0,0,0,0,0,0,0,0,4840569,0,32892,0,0,0,0,0,0,0,768993,0,0,0,0,7493185,80847,0,0,4356887,25279,0,3424733,9335731,0
23 Aircraft & spacecraft,0,534,0,0,0,0,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3242779,0,0,0,0,0,0,0,0,0,0,0,4937264,0,0,0,0,0,0,0,0,131743,0,0,0,0,8313243,0,0,0,3905936,82029,0,2090066,7841869,0
24 Railroad equipment & transport equip nec.,349,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29307470,0,0,0,0,0,0,0,0,429848,0,0,0,0,0,0,0,0,0,0,0,0,0,10772850,0,40510535,43526773,0,0,9024651,98053,0,3056254,15235618,0
25 Manufacturing nec; recycling (include Furniture),40477,8506,2747,251994,142560,52638,16198,8734,10279,1339,162015,75615,6790,1547,74707,41251,0,15947,27141,6964,7907,1324,20,1379,1261132,8842,0,0,546,265792,486056,35246,31047,56607,6025,9137,5406,88660,35840,0,0,0,91190,216955,1405853,13918,90878,0,5067209,13151282,0,0,263270,-17624,0,22345099,4332832,0
"26 Production, collection and distribution of electricity",236288,106013,149975,1436820,6416266,796198,1721516,51022,590940,137633,1428558,2512897,2084649,365988,1646797,430007,0,642855,1491085,89395,212831,83252,14882,886414,623310,10875862,0,0,575362,85625,8845706,836767,850007,483139,62115,976311,1139013,1045731,139514,0,0,0,987036,1806174,909695,207212,2341570,10660,56333090,23955949,0,0,0,0,0,13,0,0
27 Manufacture of gas; distribution of gaseous fuels through mains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28 Steam and hot water supply ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29 Collection, purification and distribution of water",32904,721,6650,144837,67575,20138,27564,576,45912,6648,30209,66724,13266,4254,17995,11725,0,31728,4570,7058,8385,1489,863,11660,11361,22651,0,0,2030118,162499,958288,171861,61981,154330,54418,163186,65610,37758,13124,0,0,0,58339,39232,186673,98904,153913,55,5007752,3596688,0,0,0,0,0,11,0,0
30 Construction,4341861,766782,1716012,1708217,624770,37332,23036,49692,116673,43221,58466,301709,18848,136741,236278,110116,0,37599,301962,14478,27020,24573,95662,9417,1404,783391,0,0,64557,589416,9165092,107275,922694,389425,25770,3410223,1629809,975855,8597174,0,0,0,529982,8391820,2138231,287153,650736,0,49460472,0,0,0,528981339,0,0,0,0,0
31 Wholesale & retail trade; repairs,10728061,748207,1376366,32300338,10810877,3892925,5285917,254420,2900891,1117137,6834084,2037524,1404068,369689,4294861,6939733,0,3565098,8442233,282680,2923811,390641,154576,3315387,2675995,2991275,0,0,155236,44322195,4355065,19658016,4603142,3287331,1371861,225583,376253,730010,134700,0,0,0,1577455,2106663,3636789,5052348,7793321,99953,215522715,194331579,0,0,19547732,1849305,0,76602878,0,0
32 Hotels & restaurants,403957,57141,28252,1558103,1615759,514293,519703,143411,319117,570086,620949,421058,316400,234558,528474,123105,0,127431,363607,16046,245752,57323,27704,468860,95835,65841,0,0,17464,5101752,8480732,510923,626067,642271,2044908,190397,150804,1029055,121079,0,0,0,1450672,9951491,779328,99481,1421984,0,42061173,170944906,0,0,0,0,0,24362700,14288350,0
33 Land transport; transport via pipelines,3355050,992880,479066,6686556,3710536,1765724,2576442,132651,784327,569355,1596837,962234,481462,306914,1199303,1588847,0,901165,3166138,86155,572881,68685,50378,917339,1039033,540198,0,0,43875,7919624,16132112,2748960,1979150,474543,187735,219760,275295,1040778,305123,0,0,0,872720,3181763,1268436,726939,1543813,22889,73473671,70739243,0,0,3984148,306531,0,11752341,1004640,0
34 Water transport,1238898,1120852,233857,3851710,2716173,1808620,968909,65853,599281,257072,1611977,906783,359569,178902,955664,665628,0,697508,2368448,67886,461497,63818,27629,343381,837430,206910,0,0,33212,3495001,2524685,1328812,1348720,1158303,92321,496214,323144,118379,14718,0,0,0,350774,1567162,516081,396631,1330917,6546,37715875,16441607,0,0,1406840,225781,0,22571596,15489831,0
35 Air transport,171717,379859,269801,542778,233751,56341,78770,28339,69707,63131,126789,51241,61057,52347,80575,80978,0,128816,157414,32680,48354,9584,12489,49204,47738,53559,0,0,15835,851186,2810533,174766,174702,57940,1911736,258075,202105,544708,307771,0,0,0,1610535,3862177,333709,64023,190299,645,16257764,32496861,0,0,127585,21979,0,7733265,13749149,0
36 Supporting and auxiliary transport activities; activities of travel agencies,444879,63580,60091,1599717,1031226,826649,295987,19311,219328,65693,561067,291187,269513,71253,365772,279141,0,422377,828104,31610,110596,31247,22797,149958,141959,89131,0,0,7630,1273102,912199,617461,1539581,7619921,4304812,2216231,132807,119558,58464,0,0,0,170951,818138,172790,160269,305970,2793,28724850,14351227,0,0,878319,64011,0,7952275,13611412,0
37 Post & telecommunications,72538,350306,224964,928926,849344,105787,458257,29632,693337,402932,484550,446279,44180,237936,518515,243457,0,498011,479721,52135,167820,34569,4162,100286,79337,83919,0,0,13141,2721855,10482214,419532,2048247,860711,309299,2050657,6045049,2782574,566823,0,0,0,1504852,1084908,1443930,423535,1183322,14638,41546187,49528733,0,0,0,0,0,9275719,5295864,0
38 Finance & insurance,5163776,768522,834675,7182096,4818871,1353942,1879086,549981,1495634,377363,2177677,817110,227668,249023,1431278,610327,0,556790,1155985,80682,1171102,75259,37728,932581,668588,893025,0,0,51380,6656797,22277164,1271431,3617965,1763200,1388981,724234,2281826,35500501,1657703,0,0,0,4582574,3632086,1620836,359873,1403900,0,124299220,55626546,0,0,0,0,0,3521000,8960000,0
39 Real estate activities,13266,270867,194637,239333,155365,11124,189963,8661,161781,2575,355182,77918,199516,0,273379,128259,0,33559,85506,53894,753,19652,0,6147,9858,90198,0,0,8890,852267,29861879,827517,827838,67588,72996,147046,233208,852400,229072,0,0,0,1586182,234548,1276388,175582,5350937,0,45185731,54676119,0,0,0,0,0,577388,2217913,0
40 Renting of machinery & equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41 Computer & related activities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42 Research & development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43 Other Business Activities,1843674,1064950,1280739,3480807,2308017,805550,592581,342468,626237,444917,981496,662120,402243,157150,2556086,559281,0,2784406,5969271,79802,1043882,21176,40219,1557113,346939,2082551,0,0,300821,25319165,17025792,1622095,3603434,2042423,1866021,2501916,3885496,7155822,1866783,0,0,0,2886979,2890574,3286589,1135993,3939299,15384,113378261,10023128,0,0,1152219,0,0,12198042,57271693,0
44 Public admin. & defence; compulsory social security,39511,0,0,32025,57551,11577,29284,8,20031,5057,15851,13996,0,0,1797,457,0,80,134,2128,4854,2210,585,10214,7872,0,0,0,0,1782,0,132716,112116,68625,63208,61904,96146,951434,770037,0,0,0,658859,229131,301754,75536,378264,0,4156734,2918613,0,147923691,0,0,0,3365546,2694939,0
45 Education,0,750,0,91964,61789,2669,140057,2003,26090,62481,10017,57009,3303,8475,3941,54231,0,13175,19264,4798,93904,589,0,2376,4567,9379,0,0,0,367938,310947,111174,141071,48544,84835,51467,366366,677833,0,0,0,0,925687,206287,3999590,473376,45125,0,8483071,50420421,0,59984282,0,0,0,10827398,7580547,0
46 Health & social work,12465,54882,28169,200219,240041,8981,316883,1045,191860,306384,65049,52950,17977,688953,16054,13887,0,17024,32946,15506,158610,27295,2451,39532,18762,49962,0,0,11623,1599188,369517,46273,75971,14443,20815,101108,87505,114545,65706,0,0,0,536088,154631,98237,158351,287028,0,6318916,38763620,0,17072567,0,0,0,2874937,2323200,0
"47 Other community, social & personal services",2542734,686824,1996894,5430885,1406932,764873,682513,383446,1842362,608979,588697,435869,105077,612306,653203,472247,0,626742,2180017,77740,264624,2671,1707,289208,485982,102517,0,0,12124,1514848,8967418,368330,31441884,544945,426070,1267780,1579335,1919180,757414,0,0,0,5925088,8678579,2367020,397921,4659510,0,94072495,92699594,0,0,11184366,0,0,7309789,15027818,0
48 Private households with employed persons & extra-territorial organisations & bodies,9228,0,0,397761,93327,9297,160428,3399,38906,0,426115,21891,340291,97058,68633,35724,0,30908,6681,29576,426,53,0,647,53211,17,0,0,0,29152,1406222,0,0,9,0,0,1826,0,43,0,0,0,0,0,0,0,11266,19954,3292049,-920466,0,0,0,1,0,12232,17500,0
Sales by final demand including other adjustments (Purchases on the domestic territory by non-residents),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Noncomparable imports(cif/fob adj, direct purchases abroad by residents)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intermediate consumption /final use at basic prices,115264730,38997702,24327923,362488762,165836512,35257084,60881237,97333404,74415221,12212273,93361067,29215843,23795452,31856797,50021250,62834894,0,37424363,81509891,3052922,39181461,3819627,4753237,46559119,23408753,57196670,0,0,4786083,371579619,175866788,121882294,93559175,43315867,29789211,16496580,20842199,60451204,16606764,0,0,0,35738598,65979552,48596716,33619624,96194259,1071918,2811382645,1785590998,0,224980540,693056956,36289205,0,977105467,840131528,0
Net taxes on products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intermediate consumption /final use at purchasers prices,115264730,38997702,24327923,362488762,165836512,35257084,60881237,97333404,74415221,12212273,93361067,29215843,23795452,31856797,50021250,62834894,0,37424363,81509891,3052922,39181461,3819627,4753237,46559119,23408753,57196670,0,0,4786083,371579619,175866788,121882294,93559175,43315867,29789211,16496580,20842199,60451204,16606764,0,0,0,35738598,65979552,48596716,33619624,96194259,1071918,2811382645,1785590998,0,224980540,693056956,36289205,0,977105467,840131528,0
Value added total,375614930,227463032,61806232,220500931,92319393,26718841,34933083,135664531,30615517,5362405,34339559,24698146,8152862,10402269,30750425,24465285,0,21120565,44363316,1799451,25863701,2225573,1796168,34421529,13067651,23092382,0,0,3818368,206862192,331987421,101198135,65692119,19556001,13099094,21862690,74212576,114035562,81614561,0,0,0,43741359,89690093,73537909,29087216,94044167,1294398,2876891638,0,0,0,0,0,0,0,0,0
Gross operating surplus (=net operating surplus+depreciation of fixed capital),285031448,193096559,50382134,128266318,61213280,18562594,23718356,153322197,19362411,3407353,20695975,15198655,6377569,6612661,18726610,12754463,0,13926731,33801818,847643,17074334,1325879,827215,22010251,8543526,23833076,0,0,1736476,122495852,225549358,60962171,37338128,12340591,6507235,12747928,58775481,79738762,75547066,0,0,0,25575630,10650826,14690847,11741140,52184522,934461,1948435530,0,0,0,0,0,0,0,0,0
Compensation of employees,84728434,24807187,8890073,57344167,28187224,7351656,10286303,34508671,12089240,1480449,11714189,7866902,1316107,3216793,10898709,10392860,0,6040817,8763990,699320,7963852,822972,945377,11395364,4077083,7090925,0,0,1597689,76881831,94167143,35692392,27368932,7050595,6113352,8686687,14934502,33246978,4120928,0,0,0,16157016,79039267,58091501,16970959,38896042,323507,882217985,0,0,0,0,0,0,0,0,0
Net taxes on production,5855048,9559286,2534025,34890446,2918889,804591,928424,-52166337,-836134,474603,1929395,1632589,459186,572815,1125106,1317962,0,1153017,1797508,252488,825515,76722,23576,1015914,447042,-7831619,0,0,484203,7484509,12270920,4543572,985059,164815,478507,428075,502593,1049822,1946567,0,0,0,2008713,0,755561,375117,2963603,36430,46238123,0,0,0,0,0,0,0,0,0
Industry output,490879660,266460734,86134155,582989693,258155905,61975925,95814320,232997935,105030738,17574678,127700626,53913989,31948314,42259066,80771675,87300179,0,58544928,125873207,4852373,65045162,6045200,6549405,80980648,36476404,80289052,0,0,8604451,578441811,507854209,223080429,159251294,62871868,42888305,38359270,95054775,174486766,98221325,0,0,0,79479957,155669645,122134625,62706840,190238426,2366316,5688274283,0,0,0,0,0,0,0,0,0
