Industry,"1 Agriculture, hunting, forestry and fishing",2 Mining and quarrying (energy),3 Mining and quarrying (non-energy),"4 Food products, beverages and tobacco","5 Textiles, textile products, leather and footwear",6 Wood and products of wood and cork,"7 Pulp, paper, paper products, printing and publishing","8 Coke, refined petroleum products and nuclear fuel",9 Chemicals excluding pharmaceuticals,10 Pharmaceuticals,11 Rubber & plastics products,12 Other non-metallic mineral products,13 Iron & steel ,14 Non-ferrous metals,"15 Fabricated metal products, except machinery & equipment","16 Machinery & equipment, nec ","17 Office, accounting & computing machinery","18 Electrical machinery & apparatus, nec","19 Radio, television & communication equipment","20 Medical, precision & optical instruments","21 Motor vehicles, trailers & semi-trailers",22 Building & repairing of ships & boats,23 Aircraft & spacecraft,24 Railroad equipment & transport equip nec.,25 Manufacturing nec; recycling (include Furniture),"26 Production, collection and distribution of electricity",27 Manufacture of gas; distribution of gaseous fuels through mains,28 Steam and hot water supply ,"29 Collection, purification and distribution of water",30 Construction,31 Wholesale & retail trade; repairs,32 Hotels & restaurants,33 Land transport; transport via pipelines,34 Water transport,35 Air transport,36 Supporting and auxiliary transport activities; activities of travel agencies,37 Post & telecommunications,38 Finance & insurance,39 Real estate activities,40 Renting of machinery & equipment,41 Computer & related activities,42 Research & development,43 Other Business Activities,44 Public admin. & defence; compulsory social security,45 Education,46 Health & social work,"47 Other community, social & personal services",48 Private households with employed persons & extra-territorial organisations & bodies,Total intermediate use,Final consumption expenditure by households,Final consumption expenditure by non-profit organisations serving households,Final consumption expenditure by government,Gross fixed capital formation,Changes in Inventories,Changes in valuables,Exports,Imports,Discrepancy
11 Rubber & plastics products,94.087,4.539,52.775,1043.96,1467.437,128.209,755.535,158.313,1847.863,0,3847.31,401.549,444.288,0,785.391,2692.143,40.829,1300.355,214.879,227.209,1827.486,391.116,0,0,800.333,260.792,0,0,17.226,2198.452,2659.828,259.769,1776.993,22.636,33.476,347.591,197.089,86.217,65.551,89.225,155.378,34.272,945.089,125.087,9.22,247.698,312.709,0,28369.904,3582.945,0.798,76.067,609.752,45.919,39.373,11344.73,7086.151,0
12 Other non-metallic mineral products,154.254,3.619,541.758,1328.948,104.084,157.752,71.169,106.494,1363.65,0,214.918,6035.443,1312.624,0,658.095,786.842,4.63,424.227,138.018,129.597,483.074,228.889,0,0,273.617,303.071,0,0,50.233,17322.689,1234.04,377.869,54.454,32.894,10.758,66.617,27.858,20.51,222.928,7.662,50.61,31.39,191.399,67.903,8.712,62.189,244.635,0,34910.123,2435.221,0.306,54.315,466.67,-203.267,0.673,8761.907,3613.867,0
13 Iron & steel ,44.914,12.547,11.282,164.694,85.776,94.32,150.138,76.486,621.664,0,689.216,655.748,10972.901,0,15326.698,7276.639,9.176,3089.133,109.967,448.818,2175.008,704.26,0,0,3537.356,175.186,0,0,23.001,3241.235,1854.007,30.37,171.855,6.712,32.842,71.899,20.679,14.883,48.664,50.195,25.573,5.65,142.613,116.973,7.663,41.65,195.802,0,52534.193,697.686,0.161,18.454,322.047,20.199,43.339,15512.292,24620.976,0
14 Non-ferrous metals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15 Fabricated metal products, except machinery & equipment",144.302,25.124,57.609,786.147,649.337,648.269,290.729,103.839,384.273,0,905.312,659.534,3158.759,0,13283.962,17810.208,29.325,2441.845,211.746,741.683,5635.448,1522.907,0,0,2072.329,761.001,0,0,89.896,10191.805,2640.324,153.846,560.65,72.681,37.905,287.235,174.436,114.866,119.385,128.087,150.906,15.879,558.445,464.445,22.922,358.823,292.517,0,68758.741,2877.503,0.327,72.635,9894.955,372.756,14.319,18290.12,9805.387,0
"16 Machinery & equipment, nec ",42.623,23.06,183.635,841.937,778.168,130.561,484.361,210.335,642.006,0,586.805,481.792,867.475,0,2018.735,10734.984,53.667,647.124,226.758,343.035,2453.145,1138.319,0,0,681.46,944.022,0,0,94.559,2067.283,3349.201,341.714,1273.378,68.242,93.139,480.224,271.068,105.947,51.252,99.436,291.785,79.023,733.187,897.784,7.362,292.498,623.818,0,35734.907,5634.545,3.775,365.075,35005.494,-43.192,21.52,53895.454,21967.144,0
"17 Office, accounting & computing machinery",1.377,0.828,3.086,65.564,37.733,2.416,27.186,9.28,135.621,0,73.216,30.958,13.249,0,60.717,134.947,278.623,67.842,113.164,115.185,28.476,24.432,0,0,44.387,75.169,0,0,20.616,153.364,385.402,146.542,249.542,7.652,6.989,190.446,55.722,94.85,35.23,3.958,689.554,22.203,225.375,21.626,0.232,109.052,48.813,0,3810.624,1159.602,0.258,24.168,3149.17,-96.24,0.022,1179.269,4777.513,0
"18 Electrical machinery & apparatus, nec",28.979,5.813,25.864,149.054,148.182,49.512,110.871,30.692,209.265,0,199.869,158.627,172.585,0,1099.496,3634.159,289.986,3709.816,772.822,445.989,1507.58,486.593,0,0,163.345,673.383,0,0,31.906,3027.37,1683.164,200.725,299.575,20.279,41.277,345.323,1060.149,76.64,94.592,39.668,276.648,38.969,584.233,82.501,2.456,225.839,227.172,0,22430.968,2148.975,0.765,72.833,8626.205,69.585,23.425,11803.298,9533.038,0
"19 Radio, television & communication equipment",12.218,2.033,3.333,29.065,40.481,5.919,58.618,13.431,66.051,0,159.688,34.593,40.153,0,146.892,482.272,977.506,472.426,2503.437,389.5,239.77,363.147,0,0,76.718,54.707,0,0,3.945,605.656,932.888,28.464,91.397,3.727,21.023,71.833,1114.319,66.331,99.586,8.511,483.512,53.717,278.899,258.641,1.438,171.223,89.839,0,10556.907,4618.152,4.202,389.363,6852.634,-455.667,9.54,6198.957,11851.02,0
"20 Medical, precision & optical instruments",4.645,2.091,8.41,28.061,96.169,4.794,27.381,283.013,544.473,0,173.994,34.492,41.307,0,260.78,468.062,52.285,276.361,319.129,1473.868,358.502,361.876,0,0,86.714,27.277,0,0,2.8,162.447,616.033,27.92,41.51,4.111,14.595,171.655,191.878,10.984,4.503,10.578,66.867,58.904,140.224,92.812,1.46,1730.183,37.613,0,8320.761,1729.853,1.739,167.777,7018.101,-156.799,4.496,6869.741,8194.455,0
"21 Motor vehicles, trailers & semi-trailers",141.411,1.051,21.562,46.584,52.784,11.303,12.591,26.655,116.341,0,458.149,39.622,459.553,0,1009.47,1406.07,2.565,316.098,12.641,28.334,5432.012,308.511,0,0,140.959,48.212,0,0,2.21,318.521,5087.728,83.891,2569.269,5.429,6.608,347.397,126.556,22.742,10.056,120.106,62.374,84.183,202.225,329.05,4.176,24.481,610.159,0,20109.639,19438.332,4.128,377.291,14851.84,-262.682,0,20199.333,33508.72,0
22 Building & repairing of ships & boats,50.707,2.471,18.081,75.543,113.842,19.064,86.845,10.03,69.566,0,81.85,61.593,89.909,0,233.25,393.766,5.237,101.347,19.093,116.187,135.786,3655.416,0,0,57.404,32.34,0,0,4.199,186.543,1017.637,78.712,618.572,588.116,1335.584,316.046,116.08,20.77,3.923,48.25,114.2,55.506,214.116,1624.363,2.27,51.716,95.924,0,11921.854,1754.98,4.36,403.421,3890.749,-353.178,0.059,7518.75,5726.784,0
23 Aircraft & spacecraft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24 Railroad equipment & transport equip nec.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25 Manufacturing nec; recycling (include Furniture),24.326,2.385,11.022,163.523,306.574,268.154,403.514,46.56,185.507,0,164.504,222.413,2005.721,0,607,570.842,20.179,115.712,58.909,307.212,194.265,192.029,0,0,3059.752,230.482,0,0,18.98,1261.763,2128.601,208.809,211.817,104.02,155.438,204.306,83.99,149.106,172.3,24.992,142.139,23.303,310.706,222.896,23.326,322.773,243.769,0,15173.619,11835.715,1.404,58.21,7305.423,163.562,991.57,12486.912,4939.184,0
"26 Production, collection and distribution of electricity",854.933,34.467,225.412,2586.37,1955.989,396.222,1630.194,473.593,2148.93,0,1331.061,2792.967,1727.563,0,1139.42,1803.904,79.891,864.769,313.127,157.659,728.35,216.499,0,0,455.194,9223.149,0,0,688.322,582.027,4507.465,2256.435,857.077,11.749,9.764,323.807,693.186,419.392,1049.275,215.099,267.845,69.282,1411.234,1617.681,543.083,974.602,911.619,0,48548.607,17426.645,0.127,20.249,367.075,0.903,0.067,635.05,2333.395,0
27 Manufacture of gas; distribution of gaseous fuels through mains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28 Steam and hot water supply ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29 Collection, purification and distribution of water",173.356,0.485,16.618,159.005,190.034,11.128,49.579,10.244,181.858,0,19.768,59.742,51.372,0,29.714,29.173,1.403,14.173,6.627,3.061,10.572,6.337,0,0,10.766,216.046,0,0,3.061,152.391,489.59,315.9,77.183,84.418,5.144,32.693,23.265,27.254,26.687,0.066,3.182,9.13,43.263,4.336,132.452,44.232,118.86,0,2844.168,3583.967,0.001,162.865,84.8,0.124,0,23.115,13.149,0
30 Construction,214.284,27.951,38.576,591.136,793.905,79.209,628.598,27.851,392.154,0,262.859,398.695,246.319,0,649.645,744.965,45.89,230.469,162.485,73.382,223.62,106.418,0,0,239.706,632.725,0,0,2130.541,16543.509,5082.165,849.359,750.086,32.712,65.88,2340.162,3496.236,699.98,2801.508,78.402,747.82,46.158,3735.077,2582.054,152.432,956.935,941.03,0,50842.888,6830.85,0.711,557.835,126621.382,0,0.328,1003.082,1033.841,0
31 Wholesale & retail trade; repairs,1658.892,41.252,441.707,9643.195,8237.575,1185.18,4818.051,904.408,5536.547,0,2695.618,3351.711,3385.687,0,5932.529,8251.066,737.29,2602.693,2059.503,1567.595,4592.828,1567.62,0,0,3949.176,1803.454,0,0,163.722,9506.067,34674.118,5463.814,7142.718,535.967,629.103,2648.845,2002.51,1132.339,613.28,941.727,1964.522,260.088,3355.491,1941.928,97.008,3492.099,2166.606,0,153695.529,162599.214,9.099,5343.45,24541.466,-100.207,182.97,32518.694,17563.676,0
32 Hotels & restaurants,75.538,17.993,32.304,668.686,518.995,144.094,246.219,109.436,295.289,0,285.573,257.775,148.83,0,588.631,1158.183,22.909,547.224,138.292,151.348,155.549,70.204,0,0,212.999,283.994,0,0,21.234,1957.272,4648.093,1313.88,1234.974,104.059,119.208,1524.059,448.948,447.332,504.432,74.332,445.821,79.233,2620.838,345.903,43.159,1065.079,736.51,0,23864.431,78340.12,12.492,555.185,137.597,0.08,0.697,69.287,3059.797,0
33 Land transport; transport via pipelines,1337.511,37.701,265.403,4453.858,2799.659,1151.708,1679.956,514.1,2292.097,0,1187.819,1659.113,1432.79,0,2089.903,2459.287,88.881,1049.893,304.186,304.977,1354.483,526.77,0,0,1884.447,698.746,0,0,47.86,5442.388,10877.911,1804.571,6756.283,202.107,295.987,5171.824,1065.428,424.523,184.784,295.959,1093.427,188.552,2951.693,753.459,28.886,876.554,1315.464,0,69350.948,28055.263,0.073,408.168,3676.209,-2.65,194.001,3093.29,3202.837,0
34 Water transport,36.256,0.34,0.738,6.802,17.538,3.152,63.184,120.472,35.843,0,5.217,386.526,60.841,0,50.462,44.272,1.645,8.305,0.35,2.008,2.267,7.354,0,0,14.717,194.546,0,0,0.493,43.784,355.639,19.017,163.93,35.535,1.969,34.828,8.207,7.1,10.225,8.784,6.468,1.131,42.002,62.38,0.775,17.766,22.652,0,1905.52,2680.841,0.012,15.499,50.448,2.846,5.346,3298.833,132.966,0
35 Air transport,6.703,4.903,7.76,98.282,263.96,6.989,45.093,21.653,89.322,0,128.98,45.13,23.921,0,115.52,192.715,17.806,122.174,47.507,41.74,45.762,20.734,0,0,42.607,28.783,0,0,1.007,538.224,1134.319,30.67,225.377,102.047,115.009,720.335,389.658,347.576,15.167,52.069,231.724,66.443,1226.044,105.779,34.51,11.367,116.059,0,6881.428,4797.768,0,56.234,58.583,-0.363,0.005,2901.831,4577.701,0
36 Supporting and auxiliary transport activities; activities of travel agencies,169.569,18.45,54.561,1371.184,966.127,192.755,509.015,291.086,727.326,0,378.418,399.158,297.132,0,520.673,840.105,15.805,233.217,74.65,85.681,345.741,122.964,0,0,426.57,156.589,0,0,6.136,1569.089,7957.115,487.643,8841.166,2063.139,1888.736,4898.241,776.426,218.014,108.644,225.268,345.226,63.314,946.281,212.678,6.652,75.755,402.265,0,39288.564,10108.207,0.012,2138.302,521.419,1.599,23.627,5325.121,3268.554,0
37 Post & telecommunications,55.99,28.247,55.44,524.612,445.913,110.297,415.92,296.134,358.494,0,221.745,266.468,182.737,0,511.471,607.969,91.999,377.985,142.681,98.554,146.972,175.601,0,0,243.18,829.153,0,0,60.473,2089.392,7203.386,877.445,1853.716,76.845,197.186,1947.262,1287.67,2950.709,652.633,162.637,1381.854,195.367,5116.377,2495.453,18.923,1027.55,1418.478,0,37200.918,18190.623,0.972,114.833,362.832,-5.191,2.111,1946.533,2691.525,0
38 Finance & insurance,870.972,40.512,93.432,1208.201,1267.497,224.48,517.445,475.605,854.09,0,435.877,500.13,826.731,0,1794.398,1959.405,96.001,711.556,265.336,224.06,558.645,254.862,0,0,775.41,802.091,0,0,205.247,3602.696,9230.841,1341.91,3196.867,162.339,183.358,1158.725,1218.866,27203.113,5862.082,221.807,878.934,76.792,3794.503,4263.744,579.265,1017.405,1272.797,0,80228.027,31507.084,0.804,73.562,95.228,0,0.175,3513.956,4285.373,0
39 Real estate activities,71.832,5.241,94.245,840.769,1454.898,246.265,785.754,82.401,410.905,0,430.552,423.639,171.894,0,1173.691,1042.837,29.927,387.248,153.075,247.832,162.065,125.96,0,0,657.512,567.143,0,0,91.529,2411.478,17305.736,4977.111,1418.044,52.804,83.286,1202.077,1218.106,2729.318,1550.851,325.949,1249.569,371.029,4643.265,1042.647,5550.222,2430.447,2886.451,0,61105.604,117775.708,0.003,10.829,8374.046,0,0.016,920.475,1077.686,0
40 Renting of machinery & equipment,10.403,7.98,64.998,233.045,227.135,49.145,154.778,43.002,148.724,0,107.606,159.037,62.832,0,334.762,263.526,16.045,148.875,38.629,50.775,54.046,77.44,0,0,75.263,77.141,0,0,11.529,658.258,2293,215.437,475.866,37.604,103.169,352.126,290.241,70.854,5.14,139.338,475.138,52.371,675.508,54.193,4.804,204.587,403.258,0,8927.608,405.779,0.024,11.553,91.832,-1.858,0.101,479.308,1061.347,0
41 Computer & related activities,34.583,17.503,31.693,293.628,326.947,54.62,312.534,280.671,319.465,0,247.613,169.762,181.783,0,647.461,551.852,198.629,334.988,112.306,152.27,391.963,341.035,0,0,255.45,412.052,0,0,58.822,1594.88,4122.165,389.488,1193.75,45.858,223.009,1113.433,2979.781,4262.207,545.692,124.08,4672.903,456.634,4361.879,736.775,25.065,387.651,637.785,0,33600.665,1979.968,3.619,452.017,10285.422,-45.04,0.233,1243.719,4216.431,0
42 Research & development,13.469,8.151,8.132,162.99,265.228,16.26,40.594,5.564,366.398,0,286.334,98.215,12.443,0,149.964,353.905,12.428,207.286,21.689,121.386,133.431,72.364,0,0,126.357,134.63,0,0,2.102,369.537,742.323,22.458,28.299,15.655,2.224,20.099,738.585,68.775,2.364,17.382,376.304,582.658,523.337,87.238,12.572,37.824,35.047,0,6302.001,49.762,55.557,5116.559,41.592,-0.701,0,552.7,384.979,0
43 Other Business Activities,300.221,68.938,269.02,3319.222,3471.067,351.625,2661.933,315.544,2424.311,0,1525.828,1796.342,1658.991,0,3666.394,4854.197,127.235,1428.185,482.665,590.36,1774.831,837.218,0,0,1277.179,873.571,0,0,143.604,8390.419,36214.341,3055.321,3567.711,185.176,604.824,5369.215,2306.613,2678.086,4619.472,654.853,3822.285,352.472,23399.271,4032.447,814.256,3382.946,6072.439,0,143740.628,9078.89,2.595,86.1,5378.206,-16.514,0.009,13174.336,13063.76,0
44 Public admin. & defence; compulsory social security,9.272,0.181,0.401,70.948,20.125,0.802,28.144,23.14,48.27,0,23.773,21.364,9.73,0,13.737,13.455,0.433,20.752,8.247,4.708,6.846,15.489,0,0,6.999,17.308,0,0,0.146,15.94,65.022,2.111,9.754,4.506,0.579,27.855,31.012,21.324,1.59,0.615,14.464,9.256,24.917,8.757,1.116,30.318,54.784,0,688.19,825.643,4.234,115911.891,20.564,0.199,0.327,35.709,28.044,0
45 Education,0.079,1.68,2.972,93.39,48.838,6.004,36.284,7.53,61.99,0,52.291,18.275,25.484,0,56.337,124.67,1.682,79.35,38.233,17.791,68.064,39.253,0,0,28.433,84.639,0,0,4.035,400.392,594.413,57.472,165.082,13.231,156.991,57.597,369.608,188.43,22.005,5.734,312.19,47.883,447.454,79.495,1887.916,20.386,137.138,0,5860.721,9827.409,415.1,57255.143,70.71,-0.042,0.178,92.107,73.684,0
46 Health & social work,35.145,0.69,0.994,21.453,17.467,2.56,18.274,3.449,14.222,0,11.149,6.761,5.012,0,19.197,35.663,0.381,12.562,1.582,4.917,9.252,6.729,0,0,7.337,6.212,0,0,0.923,62.577,110.029,23.075,11.058,1.269,2.003,12.036,30.135,21.884,2.083,1.48,16.01,12.862,56.602,67.907,2.771,7075.073,17.979,0,7768.764,18382.154,1312.116,85529.005,29.662,-0.84,0.012,21.724,21.758,0
"47 Other community, social & personal services",155.374,8.984,40.638,1534.37,1025.554,118.776,1000.803,352.719,753.559,0,444.503,301.521,472.274,0,495.933,510.092,22.852,278.032,22.604,53.111,205.947,113.71,0,0,341.816,469.847,0,0,144.78,1428.4,5580.338,817.141,298.353,55.759,15.5,306.912,633.325,336.389,186.56,32.171,211.191,47.548,2220.791,2923.083,44.098,717.543,10322.636,0,35045.537,29380.271,3461.76,6266.721,954.093,-1.357,82.137,1098.489,2048.756,0
48 Private households with employed persons & extra-territorial organisations & bodies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11954.795,0,0,0,0,0,0,0,0
Sales by final demand including other adjustments (Purchases on the domestic territory by non-residents),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28602.7,0,0,0,0,0,28602.7,0,0
"Noncomparable imports(cif/fob adj, direct purchases abroad by residents)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14004,0,0,0,0,0,-2033.66,11970.34,0
Intermediate consumption /final use at basic prices,18615.909,521.163,3475.593,82974.825,67566.702,11896.063,30603.924,38819.882,53655.111,0,26687.2,27856.974,35419.797,0,58577.745,75339.772,3535.587,24218.775,9452.41,9740.45,33106.087,14835.843,0,0,30911.97,38290.241,0,0,4446.443,106022.406,205156.127,51112.671,52831.665,5710.768,7837.07,34597.932,25174.939,45922.368,20391.18,4624.077,21903.709,4275.75,71750.724,30042.181,10207.409,35602.269,36218.847,0,1469930.558,749203.376,5340.418,290051.656,282607.331,-2680.845,1672.41,368367.785,371907.534,0
Net taxes on products,512.489,4.995,119.198,-38.546,742.766,128.609,389.655,296.187,912.543,0,298.643,948.018,798.073,0,550.95,719.935,59.357,244.378,136.519,144.967,317.262,125.098,0,0,199.53,2717.704,0,0,123.989,1602.739,4774.702,541.516,3224.664,113.529,488.779,663.044,312.488,3358.445,493.031,156.603,348.167,17.972,2032.886,3760.671,879.163,3607.962,1381.72,0,38210.4,89433.46,0,766.356,13768.04,119.449,269.262,2468.012,0,0
Intermediate consumption /final use at purchasers prices,19128.398,526.158,3594.791,82936.279,68309.468,12024.672,30993.579,39116.069,54567.654,0,26985.843,28804.992,36217.87,0,59128.695,76059.707,3594.944,24463.153,9588.929,9885.417,33423.349,14960.941,0,0,31111.5,41007.945,0,0,4570.432,107625.145,209930.829,51654.187,56056.329,5824.297,8325.849,35260.976,25487.427,49280.813,20884.211,4780.68,22251.876,4293.722,73783.61,33802.852,11086.572,39210.231,37600.567,0,1508140.958,838636.836,5340.418,290818.012,296375.371,-2561.396,1941.672,370835.797,371907.534,0
Value added total,28274.857,2611.141,2197.622,23704.087,26642.366,5989.075,14425.366,5041.344,16444.194,0,9997.49,14007.077,8309.53,0,31347.283,32590.732,854.423,11179.863,6734.141,5875.785,7785.809,4453.271,0,0,11965.723,23657.373,0,0,2115.465,77198.086,151295.72,48265.913,45516.144,2002.081,1791.935,18877.314,29634.683,61852.653,166224.784,4072.318,21052.29,7438.767,84596.889,83655.862,62361.075,73810.612,36638.328,11954.795,1284444.266,0,0,0,0,0,0,0,0,0
